Subject lang in English	Subject lang in subject lang	Description lang	Subject lang in description lang
fanti 	fanti	oriya	ଫାଣ୍ଟି 
fanti 	fanti	slovenian	fantijščina 
fanti 	fanti	gujarati	ફન્ટી 
fanti 	fanti	norwegian bokmål	fanti 
fanti 	fanti	hindi	फन्टी 
fanti 	fanti	dutch	fanti 
fanti 	fanti	korean	판티어 
fanti 	fanti	ukrainian	фанті 
fanti 	fanti	russian	фанти 
fanti 	fanti	danish	fanti 
fanti 	fanti	bulgarian	фанти 
fanti 	fanti	azeri	fanti dili 
fanti 	fanti	hungarian	fanti 
fanti 	fanti	macedonian	фанти 
fanti 	fanti	lithuanian	fanti 
fanti 	fanti	french	fanti 
fanti 	fanti	catalan	fanti 
fanti 	fanti	bengali	ফান্তি 
fanti 	fanti	low german	fanti 
fanti 	fanti	maltese	fanti 
fanti 	fanti	thai	ฟันติ 
fanti 	fanti	italian	fanti 
fanti 	fanti	tamil	ஃபான்டி 
fanti 	fanti	finnish	fanti 
fanti 	fanti	indonesian	fanti 
fanti 	fanti	romansh	fanti 
fanti 	fanti	greek	φάντι 
fanti 	fanti	latvian	fantu 
fanti 	fanti	english	fanti 
fanti 	fanti	malayalam	ഫിലിപ്പീനോ 
fanti 	fanti	serbian	фaнти 
fanti 	fanti	croatian	fanti 
fanti 	fanti	portuguese	fanti 
fanti 	fanti	chinese	芳蒂文 
fanti 	fanti	german	fante 
fanti 	fanti	norwegian nynorsk	fanti 
fanti 	fanti	japanese	ファンティー語 
fanti 	fanti	kannada	ಫಾಂಟಿ 
fanti 	fanti	czech	fantština 
fanti 	fanti	persian	فانتیایی 
fanti 	fanti	slovak	fanti 
fanti 	fanti	spanish	fanti 
fanti 	fanti	polish	fanti 
fanti 	fanti	arabic	الفانتى 
fanti 	fanti	swiss german	fanti-schpraach 
ancient egyptian 	ancient egyptian	swedish	fornegyptiska 
ancient egyptian 	ancient egyptian	icelandic	fornegypska 
ancient egyptian 	ancient egyptian	estonian	muinasegiptuse 
ancient egyptian 	ancient egyptian	telugu	ప్రాచీన ఇజిప్షియన్ 
ancient egyptian 	ancient egyptian	turkish	eski mısır dili 
ancient egyptian 	ancient egyptian	marathi	प्राचीन इजिप्शियन 
ancient egyptian 	ancient egyptian	italian	egiziano antico 
ancient egyptian 	ancient egyptian	oriya	ପ୍ରାଚୀନ୍ ମିଶିରି 
ancient egyptian 	ancient egyptian	slovenian	stara egipčanščina 
ancient egyptian 	ancient egyptian	gujarati	પ્રાચીન ઇજીપ્શિયન 
ancient egyptian 	ancient egyptian	norwegian bokmål	gammelegyptisk 
ancient egyptian 	ancient egyptian	hindi	प्राचीन मिस्री 
ancient egyptian 	ancient egyptian	dutch	oudegyptisch 
ancient egyptian 	ancient egyptian	sanskrit	प्राचीन ईजिप्त्यन् 
ancient egyptian 	ancient egyptian	korean	고대 이집트어 
ancient egyptian 	ancient egyptian	ukrainian	давньоєгипетська 
ancient egyptian 	ancient egyptian	russian	древнеегипетский 
ancient egyptian 	ancient egyptian	danish	oldegyptisk 
ancient egyptian 	ancient egyptian	bulgarian	египетски 
ancient egyptian 	ancient egyptian	azeri	qədimi misir dili 
ancient egyptian 	ancient egyptian	hungarian	óegyiptomi 
ancient egyptian 	ancient egyptian	macedonian	староегипетски 
ancient egyptian 	ancient egyptian	georgian	ეგვიპტური 
ancient egyptian 	ancient egyptian	lithuanian	senovės egiptiečių 
ancient egyptian 	ancient egyptian	french	égyptien ancien 
ancient egyptian 	ancient egyptian	catalan	egipci antic 
ancient egyptian 	ancient egyptian	bengali	প্রাচীন মিশরীয় 
ancient egyptian 	ancient egyptian	low german	ägyptsch 
ancient egyptian 	ancient egyptian	romanian	egipteană veche 
ancient egyptian 	ancient egyptian	maltese	eġizzjan (antik) 
ancient egyptian 	ancient egyptian	thai	อียิปต์โบราณ 
ancient egyptian 	ancient egyptian	afrikaans	antieke egipties 
ancient egyptian 	ancient egyptian	tamil	பண்டைய எகிப்தியன் 
ancient egyptian 	ancient egyptian	dzongkha	ཨི་ཇིཔ་ཤཱན (སྔ་དུས་ཀྱི) 
ancient egyptian 	ancient egyptian	finnish	muinaisegypti 
ancient egyptian 	ancient egyptian	hebrew	מצרית עתיקה 
ancient egyptian 	ancient egyptian	indonesian	mesir kuno 
ancient egyptian 	ancient egyptian	romansh	egipzian vegl 
ancient egyptian 	ancient egyptian	greek	αρχαία αιγυπτιακά 
ancient egyptian 	ancient egyptian	burmese	ရှေးဟောင်း အီဂျစ် 
ancient egyptian 	ancient egyptian	latvian	ēģiptiešu 
ancient egyptian 	ancient egyptian	english	ancient egyptian 
ancient egyptian 	ancient egyptian	malayalam	പ്രാചീന ഈജിപ്ഷ്യന്‍ 
ancient egyptian 	ancient egyptian	serbian	староегипатски 
ancient egyptian 	ancient egyptian	croatian	staroegipatski 
ancient egyptian 	ancient egyptian	portuguese	egípcio arcaico 
ancient egyptian 	ancient egyptian	chinese	古埃及文 
ancient egyptian 	ancient egyptian	german	ägyptisch 
ancient egyptian 	ancient egyptian	norwegian nynorsk	gammalegyptisk 
ancient egyptian 	ancient egyptian	japanese	古代エジプト語 
ancient egyptian 	ancient egyptian	belarusian	стараэгіпецкая 
ancient egyptian 	ancient egyptian	kannada	ಪ್ರಾಚೀನ ಈಜಿಪ್ಟಿಯನ್ 
ancient egyptian 	ancient egyptian	galician	exipcio antigo 
ancient egyptian 	ancient egyptian	czech	egyptština stará 
ancient egyptian 	ancient egyptian	persian	مصری کهن 
ancient egyptian 	ancient egyptian	slovak	staroegyptština 
ancient egyptian 	ancient egyptian	friulian	vieri egjizian 
ancient egyptian 	ancient egyptian	spanish	egipcio antiguo 
ancient egyptian 	ancient egyptian	polish	starożytny egipski 
ancient egyptian 	ancient egyptian	arabic	المصرية القديمة 
ancient egyptian 	ancient egyptian	swiss german	altägyptisch 
sindhi 	sindhi	estonian	sindhi 
sindhi 	sindhi	telugu	సింధీ 
sindhi 	sindhi	bulgarian	синдхи 
sindhi 	sindhi	azeri	sindhi dili 
sindhi 	sindhi	yoruba	èdè sindhi 
sindhi 	sindhi	french	sindhî 
sindhi 	sindhi	bengali	সিন্ধি 
sindhi 	sindhi	tamil	சிந்தி 
sindhi 	sindhi	filipino	sindhi 
sindhi 	sindhi	pushto	سندهي 
sindhi 	sindhi	albanian	si'ndi 
sindhi 	sindhi	serbian	синди 
sindhi 	sindhi	malayalam	സിന്ധി 
sindhi 	sindhi	italian	sindhi 
sindhi 	sindhi	galician	sindhi 
sindhi 	sindhi	czech	sindhi 
sindhi 	sindhi	slovak	sindhčina 
sindhi 	sindhi	urdu	سندھی 
sindhi 	sindhi	polish	sindhi 
sindhi 	sindhi	swiss german	sindhi 
sindhi 	sindhi	xhosa	isisindhi 
sindhi 	sindhi	swedish	sindhi 
sindhi 	sindhi	marathi	सिंधी 
sindhi 	sindhi	slovenian	sindščina 
sindhi 	sindhi	colognian	sinndi 
sindhi 	sindhi	faroese	sindhi 
sindhi 	sindhi	danish	sindhi 
sindhi 	sindhi	indonesian	sindhi 
sindhi 	sindhi	zulu	sindhi 
sindhi 	sindhi	norwegian nynorsk	sindhi 
sindhi 	sindhi	georgian	სინდური 
sindhi 	sindhi	thai	สินธุ 
sindhi 	sindhi	afrikaans	sindhi 
sindhi 	sindhi	tonga	lea siniti 
sindhi 	sindhi	tigre	ሲንድሂኛ 
sindhi 	sindhi	greek	σίντι 
sindhi 	sindhi	burmese	စင်ဒီ 
sindhi 	sindhi	latvian	sindhu 
sindhi 	sindhi	english	sindhi 
sindhi 	sindhi	croatian	sindhi 
sindhi 	sindhi	chinese	信德文 
sindhi 	sindhi	friulian	sindhi 
sindhi 	sindhi	arabic	السيندي 
sindhi 	sindhi	breton	sindhi 
sindhi 	sindhi	swahili	msindhi 
sindhi 	sindhi	icelandic	sindí 
sindhi 	sindhi	turkish	sindhi 
sindhi 	sindhi	oriya	ସିନ୍ଧୀ 
sindhi 	sindhi	gujarati	સિંધી 
sindhi 	sindhi	norwegian bokmål	sindhi 
sindhi 	sindhi	hindi	सिन्धी 
sindhi 	sindhi	korean	신디어 
sindhi 	sindhi	khmer	ភាសាស៉ីន្ដី 
sindhi 	sindhi	hungarian	szindhi 
sindhi 	sindhi	bosnian	sindi 
sindhi 	sindhi	lithuanian	sindų 
sindhi 	sindhi	malay	sindhi 
sindhi 	sindhi	catalan	sindhi 
sindhi 	sindhi	russian	синдхи 
sindhi 	sindhi	lingala	lisindi 
sindhi 	sindhi	kazakh	синдхи 
sindhi 	sindhi	armenian	սինդհի 
sindhi 	sindhi	amharic	ሲንድሂኛ 
sindhi 	sindhi	romansh	sindhi 
sindhi 	sindhi	hausa	sindiyanci 
sindhi 	sindhi	irish	sindis 
sindhi 	sindhi	german	sindhi 
sindhi 	sindhi	belarusian	сіндхі 
sindhi 	sindhi	kannada	ಸಿಂಧಿ 
sindhi 	sindhi	macedonian	синди 
sindhi 	sindhi	persian	سندی 
sindhi 	sindhi	mongolian	синдхи 
sindhi 	sindhi	basque	sindhia 
sindhi 	sindhi	vietnamese	tiếng sin-hi 
sindhi 	sindhi	romanian	sindhi 
sindhi 	sindhi	somali	sindhi 
sindhi 	sindhi	konkani	सिंधी 
sindhi 	sindhi	dutch	sindhi 
sindhi 	sindhi	lao	ສິນທິ 
sindhi 	sindhi	finnish	sindhi 
sindhi 	sindhi	ukrainian	сіндхі 
sindhi 	sindhi	welsh	sindhi 
sindhi 	sindhi	low german	sindhi 
sindhi 	sindhi	maltese	sindi 
sindhi 	sindhi	kurdish	سيندی(زوبان) 
sindhi 	sindhi	geez	ሲንድሂኛ 
sindhi 	sindhi	spanish	sindhi 
sindhi 	sindhi	portuguese	sindi 
sindhi 	sindhi	interlingua	sindhi 
sindhi 	sindhi	japanese	シンド語 
sindhi 	sindhi	kinyarwanda	igisindi 
sindhi 	sindhi	blin	ሲንድሂኛ 
sindhi 	sindhi	hebrew	סינדהית 
sindhi 	sindhi	esperanto	sinda 
punjabi 	ਪੰਜਾਬੀ	teso	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	estonian	pandžabi 
punjabi 	ਪੰਜਾਬੀ	telugu	పంజాబీ 
punjabi 	ਪੰਜਾਬੀ	gusii	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	rwa	kyipunjabi 
punjabi 	ਪੰਜਾਬੀ	bulgarian	пенджабски 
punjabi 	ਪੰਜਾਬੀ	azeri	puncab dili 
punjabi 	ਪੰਜਾਬੀ	masai	nkʉtʉ́k ɔ́ɔ̄ lpunjabi 
punjabi 	ਪੰਜਾਬੀ	bambara	pɛnijabikan 
punjabi 	ਪੰਜਾਬੀ	nyankole	orupungyabi 
punjabi 	ਪੰਜਾਬੀ	french	pendjabi 
punjabi 	ਪੰਜਾਬੀ	machame	kyipunjabi 
punjabi 	ਪੰਜਾਬੀ	morisyen	penjabi 
punjabi 	ਪੰਜਾਬੀ	tamil	பஞ்சாபி 
punjabi 	ਪੰਜਾਬੀ	samburu	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	nepali	पंजाबी 
punjabi 	ਪੰਜਾਬੀ	filipino	punjabi 
punjabi 	ਪੰਜਾਬੀ	pushto	پنجابي 
punjabi 	ਪੰਜਾਬੀ	albanian	punxhabi 
punjabi 	ਪੰਜਾਬੀ	serbian	панџабски 
punjabi 	ਪੰਜਾਬੀ	malayalam	പഞ്ചാബി 
punjabi 	ਪੰਜਾਬੀ	koyraboro senni	punjaabi sennii 
punjabi 	ਪੰਜਾਬੀ	italian	punjabi 
punjabi 	ਪੰਜਾਬੀ	shambala	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	galician	punjabi 
punjabi 	ਪੰਜਾਬੀ	czech	paňdžábština 
punjabi 	ਪੰਜਾਬੀ	slovak	pandžábčina 
punjabi 	ਪੰਜਾਬੀ	urdu	پنجابی 
punjabi 	ਪੰਜਾਬੀ	polish	pendżabski 
punjabi 	ਪੰਜਾਬੀ	kirghiz	пунжабиче 
punjabi 	ਪੰਜਾਬੀ	xhosa	isi-punjabi 
punjabi 	ਪੰਜਾਬੀ	swedish	punjabi 
punjabi 	ਪੰਜਾਬੀ	nama	punjabigowab 
punjabi 	ਪੰਜਾਬੀ	marathi	पंजाबी 
punjabi 	ਪੰਜਾਬੀ	soga	olupunjabi 
punjabi 	ਪੰਜਾਬੀ	sena	panjabi 
punjabi 	ਪੰਜਾਬੀ	slovenian	pandžabščina 
punjabi 	ਪੰਜਾਬੀ	ewe	pungyibigbe 
punjabi 	ਪੰਜਾਬੀ	kabuverdianu	pandjabi 
punjabi 	ਪੰਜਾਬੀ	fulah	punjabeere 
punjabi 	ਪੰਜਾਬੀ	spanish	punjabí 
punjabi 	ਪੰਜਾਬੀ	colognian	panschaabesch 
punjabi 	ਪੰਜਾਬੀ	faroese	punjabi 
punjabi 	ਪੰਜਾਬੀ	rombo	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	luo	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	langi	kɨpúnjabi 
punjabi 	ਪੰਜਾਬੀ	danish	punjabi 
punjabi 	ਪੰਜਾਬੀ	indonesian	punjabi 
punjabi 	ਪੰਜਾਬੀ	zulu	isiphunjabi 
punjabi 	ਪੰਜਾਬੀ	norwegian nynorsk	panjabi 
punjabi 	ਪੰਜਾਬੀ	tigrinya	ፑንጃቢኛ 
punjabi 	ਪੰਜਾਬੀ	ganda	lupunjabi 
punjabi 	ਪੰਜਾਬੀ	thai	ปัญจาบ 
punjabi 	ਪੰਜਾਬੀ	afrikaans	pandjabi 
punjabi 	ਪੰਜਾਬੀ	embu	kĩpunjabi 
punjabi 	ਪੰਜਾਬੀ	tonga	lea punusapi 
punjabi 	ਪੰਜਾਬੀ	vunjo	kyipunjabi 
punjabi 	ਪੰਜਾਬੀ	kikuyu	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	punjabi	ਪੰਜਾਬੀ 
punjabi 	ਪੰਜਾਬੀ	kalenjin	kutitab punjab 
punjabi 	ਪੰਜਾਬੀ	tigre	ፓንጃቢኛ 
punjabi 	ਪੰਜਾਬੀ	greek	παντζαπικά 
punjabi 	ਪੰਜਾਬੀ	burmese	ပန်ဂျာပီ 
punjabi 	ਪੰਜਾਬੀ	latvian	pandžabu 
punjabi 	ਪੰਜਾਬੀ	english	punjabi 
punjabi 	ਪੰਜਾਬੀ	lingala	lipunzabi 
punjabi 	ਪੰਜਾਬੀ	north ndebele	isi-phunjabi 
punjabi 	ਪੰਜਾਬੀ	chinese	旁遮普文 
punjabi 	ਪੰਜਾਬੀ	tachelhit	tabnjabit 
punjabi 	ਪੰਜਾਬੀ	swiss german	pandschabisch 
punjabi 	ਪੰਜਾਬੀ	kabyle	tapunjabit 
punjabi 	ਪੰਜਾਬੀ	friulian	punjabi 
punjabi 	ਪੰਜਾਬੀ	igbo	punjabi 
punjabi 	ਪੰਜਾਬੀ	arabic	البنجابية 
punjabi 	ਪੰਜਾਬੀ	yoruba	èdè punjabi 
punjabi 	ਪੰਜਾਬੀ	breton	punjabi 
punjabi 	ਪੰਜਾਬੀ	swahili	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	icelandic	púnjabí 
punjabi 	ਪੰਜਾਬੀ	turkish	pencap dili 
punjabi 	ਪੰਜਾਬੀ	oriya	ପଞ୍ଜାବୀ 
punjabi 	ਪੰਜਾਬੀ	gujarati	પંજાબી 
punjabi 	ਪੰਜਾਬੀ	norwegian bokmål	panjabi 
punjabi 	ਪੰਜਾਬੀ	hindi	पंजाबी 
punjabi 	ਪੰਜਾਬੀ	korean	펀잡어 
punjabi 	ਪੰਜਾਬੀ	central morocco tamazight	tabenjabit 
punjabi 	ਪੰਜਾਬੀ	malagasy	penjabi 
punjabi 	ਪੰਜਾਬੀ	khmer	ភាសាពូនយ៉ាប៊ី 
punjabi 	ਪੰਜਾਬੀ	koyra chiini	punjaabi sennii 
punjabi 	ਪੰਜਾਬੀ	hungarian	pandzsábi 
punjabi 	ਪੰਜਾਬੀ	bosnian	pendžabi 
punjabi 	ਪੰਜਾਬੀ	lithuanian	pandžabų 
punjabi 	ਪੰਜਾਬੀ	malay	punjabi 
punjabi 	ਪੰਜਾਬੀ	catalan	panjabi 
punjabi 	ਪੰਜਾਬੀ	russian	панджаби (пенджаби) 
punjabi 	ਪੰਜਾਬੀ	croatian	punjabi 
punjabi 	ਪੰਜਾਬੀ	kazakh	панджаб 
punjabi 	ਪੰਜਾਬੀ	bengali	পাঞ্জাবী 
punjabi 	ਪੰਜਾਬੀ	luyia	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	amharic	ፓንጃቢኛ 
punjabi 	ਪੰਜਾਬੀ	armenian	փենջաբերեն 
punjabi 	ਪੰਜਾਬੀ	taita	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	chiga	orupungyabi 
punjabi 	ਪੰਜਾਬੀ	hausa	punjabi 
punjabi 	ਪੰਜਾਬੀ	irish	puinseáibis 
punjabi 	ਪੰਜਾਬੀ	southern sotho	se-punjabi 
punjabi 	ਪੰਜਾਬੀ	german	pandschabisch 
punjabi 	ਪੰਜਾਬੀ	meru	kĩpunjabu 
punjabi 	ਪੰਜਾਬੀ	belarusian	панджабі 
punjabi 	ਪੰਜਾਬੀ	kannada	ಪಂಜಾಬಿ 
punjabi 	ਪੰਜਾਬੀ	macedonian	пунџаби 
punjabi 	ਪੰਜਾਬੀ	persian	پنجابی 
punjabi 	ਪੰਜਾਬੀ	mongolian	пенжаби 
punjabi 	ਪੰਜਾਬੀ	dzongkha	པཱན་ཇ་བི 
punjabi 	ਪੰਜਾਬੀ	basque	punjabera 
punjabi 	ਪੰਜਾਬੀ	vietnamese	tiếng punjabi 
punjabi 	ਪੰਜਾਬੀ	romanian	punjabi 
punjabi 	ਪੰਜਾਬੀ	shona	chipunjabi 
punjabi 	ਪੰਜਾਬੀ	somali	bunjaabi 
punjabi 	ਪੰਜਾਬੀ	konkani	पंजाबी 
punjabi 	ਪੰਜਾਬੀ	kinyarwanda	igipunjabi 
punjabi 	ਪੰਜਾਬੀ	dutch	punjabi 
punjabi 	ਪੰਜਾਬੀ	northern sami	panjabigiella 
punjabi 	ਪੰਜਾਬੀ	akan	pungyabi kasa 
punjabi 	ਪੰਜਾਬੀ	lao	ປັນຈາບ 
punjabi 	ਪੰਜਾਬੀ	makonde	chipunjabi 
punjabi 	ਪੰਜਾਬੀ	finnish	pandžabi 
punjabi 	ਪੰਜਾਬੀ	asu	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	ukrainian	панджабі 
punjabi 	ਪੰਜਾਬੀ	welsh	pwnjabi 
punjabi 	ਪੰਜਾਬੀ	low german	pandschabsch 
punjabi 	ਪੰਜਾਬੀ	maltese	punġabi 
punjabi 	ਪੰਜਾਬੀ	kurdish	په‌نجابی 
punjabi 	ਪੰਜਾਬੀ	geez	ፓንጃቢኛ 
punjabi 	ਪੰਜਾਬੀ	kamba	kipunjabi 
punjabi 	ਪੰਜਾਬੀ	tswana	punjabi 
punjabi 	ਪੰਜਾਬੀ	romansh	punjabi 
punjabi 	ਪੰਜਾਬੀ	sango	penzäbï 
punjabi 	ਪੰਜਾਬੀ	oromo	afaan punjabii 
punjabi 	ਪੰਜਾਬੀ	portuguese	panjabi 
punjabi 	ਪੰਜਾਬੀ	interlingua	punjabi 
punjabi 	ਪੰਜਾਬੀ	japanese	パンジャブ語 
punjabi 	ਪੰਜਾਬੀ	bemba	ichi punjabi 
punjabi 	ਪੰਜਾਬੀ	blin	ፓንጃቢኛ 
punjabi 	ਪੰਜਾਬੀ	bena	hipunjabi 
punjabi 	ਪੰਜਾਬੀ	hebrew	פנג׳אבית 
punjabi 	ਪੰਜਾਬੀ	esperanto	panĝaba 
santali 	santali	swedish	santaliska 
santali 	santali	icelandic	santalí 
santali 	santali	estonian	santali 
santali 	santali	telugu	సంటాలి 
santali 	santali	turkish	santali 
santali 	santali	marathi	संताली 
santali 	santali	oriya	ସାନ୍ତାଳି 
santali 	santali	slovenian	santalščina 
santali 	santali	gujarati	સંતાલી 
santali 	santali	norwegian bokmål	santalisk 
santali 	santali	hindi	संताली 
santali 	santali	dutch	santali 
santali 	santali	korean	산탈리어 
santali 	santali	ukrainian	сантальська 
santali 	santali	russian	сантали 
santali 	santali	danish	santalisk 
santali 	santali	bulgarian	сантали 
santali 	santali	azeri	santal dili 
santali 	santali	hungarian	szantáli 
santali 	santali	macedonian	сантали 
santali 	santali	lithuanian	santali 
santali 	santali	french	santal 
santali 	santali	catalan	santali 
santali 	santali	bengali	সাঁওতালি 
santali 	santali	low german	santali 
santali 	santali	maltese	santali 
santali 	santali	thai	สันตาลี 
santali 	santali	italian	santali 
santali 	santali	tamil	சான்டாலி 
santali 	santali	finnish	santali 
santali 	santali	hebrew	סאנטלי 
santali 	santali	indonesian	santali 
santali 	santali	romansh	santali 
santali 	santali	greek	σαντάλι 
santali 	santali	latvian	santalu 
santali 	santali	english	santali 
santali 	santali	malayalam	സന്താലി 
santali 	santali	serbian	сaнтaли 
santali 	santali	croatian	santali 
santali 	santali	portuguese	santali 
santali 	santali	chinese	桑塔利文 
santali 	santali	german	santali 
santali 	santali	norwegian nynorsk	santalisk 
santali 	santali	japanese	サンターリー語 
santali 	santali	kannada	ಸಂತಾಲಿ 
santali 	santali	czech	santálí 
santali 	santali	persian	سانتالی 
santali 	santali	spanish	santali 
santali 	santali	polish	santali 
santali 	santali	arabic	السانتالي 
santali 	santali	swiss german	santali 
duala 	duala	swedish	duala 
duala 	duala	icelandic	dúala 
duala 	duala	estonian	duala 
duala 	duala	telugu	దుఆలా 
duala 	duala	turkish	duala 
duala 	duala	marathi	दुआला 
duala 	duala	oriya	ଡୁଆନା 
duala 	duala	slovenian	duala 
duala 	duala	gujarati	દુઆલા 
duala 	duala	norwegian bokmål	duala 
duala 	duala	hindi	दुआला 
duala 	duala	dutch	duala 
duala 	duala	korean	드와라어 
duala 	duala	ukrainian	дуала 
