Subject lang in English	Subject lang in subject lang	Description lang	Subject lang in description lang
swiss high german 	swiss high german	finnish	sveitsinyläsaksa 
swiss high german 	swiss high german	indonesian	jerman tinggi swiss 
swiss high german 	swiss high german	greek	γερμανικά ελβετίας 
swiss high german 	swiss high german	burmese	ဆွစ် အမြင့် ဂျာမန် 
swiss high german 	swiss high german	latvian	šveices augšvācu 
swiss high german 	swiss high german	english	swiss high german 
swiss high german 	swiss high german	malayalam	സ്വിസ് ഉച്ച ജര്‍മന്‍ 
swiss high german 	swiss high german	serbian	швaјцaрски високи немaчки 
swiss high german 	swiss high german	croatian	gornjonjemački (švicarski) 
swiss high german 	swiss high german	somali	jarmal (iswiiserlaand) 
swiss high german 	swiss high german	portuguese	alto alemão suíço 
swiss high german 	swiss high german	chinese	高地德文 (瑞士) 
swiss high german 	swiss high german	german	schweizer hochdeutsch 
swiss high german 	swiss high german	ukrainian	верхньонімецька швейцарська 
swiss high german 	swiss high german	japanese	正統ドイツ語（スイス） 
swiss high german 	swiss high german	belarusian	нямецкая (швейц.) 
swiss high german 	swiss high german	kannada	ಸ್ವಿಸ್ ಹೈ ಜರ್ಮನ್ 
swiss high german 	swiss high german	galician	alemán suízo 
swiss high german 	swiss high german	macedonian	германски (во швајцарија) 
swiss high german 	swiss high german	persian	آلمانی علیای سوئیس 
swiss high german 	swiss high german	spanish	alto alemán de suiza 
swiss high german 	swiss high german	polish	wysokoniemiecki (szwajcaria) 
swiss high german 	swiss high german	arabic	الألمانية العليا السويسرية 
swiss high german 	swiss high german	swiss german	schwiizer hochtüütsch 
swiss high german 	swiss high german	breton	alamaneg uhel suis 
araucanian 	araucanian	swedish	araukanska 
araucanian 	araucanian	icelandic	arákaníska 
araucanian 	araucanian	estonian	araukaani 
araucanian 	araucanian	telugu	అరౌకేనియన్ 
araucanian 	araucanian	turkish	araukanya dili 
araucanian 	araucanian	marathi	अ‍ॅरॉकॅनियन 
araucanian 	araucanian	oriya	ଆରାଉକାନିଆନ୍ 
araucanian 	araucanian	slovenian	aravkanščina 
araucanian 	araucanian	gujarati	એરોકૈનિયન 
araucanian 	araucanian	norwegian bokmål	araukansk 
araucanian 	araucanian	hindi	एरोकैनियन 
araucanian 	araucanian	dutch	araukaans 
araucanian 	araucanian	korean	아라우칸어 
araucanian 	araucanian	ukrainian	арауканська 
araucanian 	araucanian	russian	арауканский 
araucanian 	araucanian	danish	araukansk 
araucanian 	araucanian	bulgarian	мапуче 
araucanian 	araucanian	azeri	araukanca 
araucanian 	araucanian	hungarian	araucani 
araucanian 	araucanian	macedonian	арокенски 
araucanian 	araucanian	lithuanian	araukanų 
araucanian 	araucanian	french	araukan 
araucanian 	araucanian	catalan	araucà 
araucanian 	araucanian	bengali	অ্যারোকেনিয় 
araucanian 	araucanian	low german	araukaansch 
araucanian 	araucanian	maltese	arawkanjan 
araucanian 	araucanian	thai	อาเราคาเนียน 
araucanian 	araucanian	italian	araucano 
araucanian 	araucanian	tamil	அரௌகேனியன் 
araucanian 	araucanian	finnish	araukaani 
araucanian 	araucanian	indonesian	araucan 
araucanian 	araucanian	romansh	araucanic 
araucanian 	araucanian	greek	αρουκάνιαν 
araucanian 	araucanian	latvian	araukāņu 
araucanian 	araucanian	english	araucanian 
araucanian 	araucanian	malayalam	ആരൗകാനിയന്‍ 
araucanian 	araucanian	serbian	aрокaнијски 
araucanian 	araucanian	croatian	araukanski 
araucanian 	araucanian	portuguese	araucano 
araucanian 	araucanian	chinese	阿劳坎文 
araucanian 	araucanian	german	araukanisch 
araucanian 	araucanian	norwegian nynorsk	araukansk 
araucanian 	araucanian	japanese	アラウカン語 
araucanian 	araucanian	kannada	ಅರೌಕೇನಿಯನ್ 
araucanian 	araucanian	czech	araukánština 
araucanian 	araucanian	persian	آروکانیایی 
araucanian 	araucanian	slovak	araukánčina 
araucanian 	araucanian	spanish	araucano 
araucanian 	araucanian	polish	araukański 
araucanian 	araucanian	arabic	الأروكانية 
araucanian 	araucanian	swiss german	araukanisch 
middle irish 	middle irish	swedish	medeliriska 
middle irish 	middle irish	icelandic	miðírska 
middle irish 	middle irish	estonian	keskiiri 
middle irish 	middle irish	telugu	మధ్యమ ఐరిష్ 
middle irish 	middle irish	turkish	ortaçağ irlandacası 
middle irish 	middle irish	marathi	मिडल आयरिश 
middle irish 	middle irish	oriya	ମଧ୍ୟ ଇରିଶ୍ 
middle irish 	middle irish	slovenian	srednja irščina 
middle irish 	middle irish	gujarati	મિડિલ આઇરિશ 
middle irish 	middle irish	norwegian bokmål	mellomirsk 
middle irish 	middle irish	hindi	मिडिल आइरिश 
middle irish 	middle irish	dutch	middeliers 
middle irish 	middle irish	korean	중세 아일랜드어 
middle irish 	middle irish	ukrainian	середньоірландська 
middle irish 	middle irish	russian	среднеирландский 
middle irish 	middle irish	danish	middelirsk 
middle irish 	middle irish	bulgarian	средновековен ирландски 
middle irish 	middle irish	azeri	ortacaq irlandca 
middle irish 	middle irish	hungarian	közép ír 
middle irish 	middle irish	macedonian	средноирски 
middle irish 	middle irish	lithuanian	vidurio airių 
middle irish 	middle irish	french	moyen irlandais 
middle irish 	middle irish	catalan	gaèlic irlandès mitjà 
middle irish 	middle irish	bengali	মধ্য আইরিশ 
middle irish 	middle irish	low german	middeliersch 
middle irish 	middle irish	maltese	medjevali (900-1200) 
middle irish 	middle irish	thai	ไอริชกลาง 
middle irish 	middle irish	italian	irlandese medio 
middle irish 	middle irish	tamil	மத்திய ஐரிஷ் 
middle irish 	middle irish	finnish	keski-iiri 
middle irish 	middle irish	hebrew	אירית תיכונה 
middle irish 	middle irish	indonesian	irlandia abad pertengahan (900-1200) 
middle irish 	middle irish	romansh	irlandais mesaun 
middle irish 	middle irish	greek	μέσα ιρλανδικά 
middle irish 	middle irish	burmese	အလယ်ပိုင်း အိုင်းရစ် 
middle irish 	middle irish	latvian	vidusīru 
middle irish 	middle irish	english	middle irish 
middle irish 	middle irish	malayalam	മദ്ധ്യ ഐറിഷ് 
middle irish 	middle irish	serbian	средњи ирски 
middle irish 	middle irish	croatian	srednji irski 
middle irish 	middle irish	portuguese	irlandês médio 
middle irish 	middle irish	chinese	中古爱尔兰文 
middle irish 	middle irish	german	mittelirisch 
middle irish 	middle irish	norwegian nynorsk	mellomirsk 
middle irish 	middle irish	japanese	中期アイルランド語 
middle irish 	middle irish	kannada	ಮಧ್ಯ ಐರಿಷ್ 
middle irish 	middle irish	czech	středoirština 
middle irish 	middle irish	persian	ایرلندی میانه 
middle irish 	middle irish	spanish	irlandés medieval 
middle irish 	middle irish	polish	średnioirlandzki 
middle irish 	middle irish	arabic	الأيرلندية الوسطى 
middle irish 	middle irish	swiss german	mittelirisch 
blin 	ብሊን	swedish	blin 
blin 	ብሊን	icelandic	blín 
blin 	ብሊን	estonian	bilini 
blin 	ብሊን	telugu	బ్లిన్ 
blin 	ብሊን	turkish	blin 
blin 	ብሊን	marathi	ब्लिन 
blin 	ብሊን	oriya	ବ୍ଲିନ୍ 
blin 	ብሊን	slovenian	blinščina 
blin 	ብሊን	gujarati	બ્લિન 
